Frame_ID,Prev_Frame_ID,Delta_PSNR_Y,Abs_Delta_PSNR_Y
95,94.0,0.5289999999999999,0.5289999999999999
96,95.0,2.176000000000002,2.176000000000002
97,96.0,-0.9540000000000006,0.9540000000000006
98,97.0,-0.365000000000002,0.365000000000002
100,98.0,-1.4420000000000002,1.4420000000000002
101,100.0,0.05900000000000105,0.05900000000000105
102,101.0,-1.0549999999999997,1.0549999999999997
103,102.0,-0.3200000000000003,0.3200000000000003
104,103.0,1.3599999999999994,1.3599999999999994
105,104.0,-0.48799999999999955,0.48799999999999955
106,105.0,-0.6280000000000001,0.6280000000000001
107,106.0,0.7199999999999989,0.7199999999999989
109,107.0,-1.0189999999999984,1.0189999999999984
110,109.0,-0.5779999999999994,0.5779999999999994
111,110.0,1.4540000000000006,1.4540000000000006
112,111.0,-0.13000000000000256,0.13000000000000256
113,112.0,0.08600000000000207,0.08600000000000207
114,113.0,-0.7420000000000009,0.7420000000000009
115,114.0,0.2029999999999994,0.2029999999999994
116,115.0,-0.10899999999999821,0.10899999999999821
118,116.0,1.0440000000000005,1.0440000000000005
119,118.0,-1.078000000000003,1.078000000000003
120,119.0,0.6509999999999998,0.6509999999999998
121,120.0,1.360000000000003,1.360000000000003
122,121.0,1.4699999999999989,1.4699999999999989
123,122.0,-3.6209999999999987,3.6209999999999987
124,123.0,1.9329999999999998,1.9329999999999998
125,124.0,1.0819999999999972,1.0819999999999972
127,125.0,-2.5919999999999987,2.5919999999999987
128,127.0,4.774000000000001,4.774000000000001
129,128.0,-3.591000000000001,3.591000000000001
130,129.0,1.6120000000000019,1.6120000000000019
131,130.0,-3.0380000000000003,3.0380000000000003
132,131.0,2.414999999999999,2.414999999999999
133,132.0,0.0470000000000006,0.0470000000000006
134,133.0,-0.8140000000000001,0.8140000000000001
136,134.0,0.8379999999999974,0.8379999999999974
137,136.0,1.6560000000000024,1.6560000000000024
138,137.0,-2.303000000000001,2.303000000000001
139,138.0,0.1460000000000008,0.1460000000000008
140,139.0,0.120000000000001,0.120000000000001
141,140.0,-1.2010000000000005,1.2010000000000005
142,141.0,1.3299999999999983,1.3299999999999983
143,142.0,0.04200000000000159,0.04200000000000159
145,143.0,3.843,3.843
146,145.0,-3.011000000000003,3.011000000000003
147,146.0,-2.2159999999999975,2.2159999999999975
148,147.0,5.805,5.805
149,148.0,-2.9529999999999994,2.9529999999999994
150,149.0,3.386999999999997,3.386999999999997
151,150.0,-0.4099999999999966,0.4099999999999966
152,151.0,1.2879999999999967,1.2879999999999967
154,152.0,-7.464999999999996,7.464999999999996
155,154.0,0.3409999999999975,0.3409999999999975
156,155.0,1.1400000000000006,1.1400000000000006
157,156.0,-0.018000000000000682,0.018000000000000682
158,157.0,-0.3829999999999991,0.3829999999999991
159,158.0,-0.5199999999999996,0.5199999999999996
160,159.0,3.951999999999998,3.951999999999998
161,160.0,-1.5809999999999995,1.5809999999999995
163,161.0,-1.529,1.529
164,163.0,0.6020000000000003,0.6020000000000003
165,164.0,0.48600000000000065,0.48600000000000065
166,165.0,-0.4529999999999994,0.4529999999999994
167,166.0,-1.0579999999999998,1.0579999999999998
168,167.0,2.9770000000000003,2.9770000000000003
169,168.0,-1.5530000000000008,1.5530000000000008
170,169.0,-0.8350000000000009,0.8350000000000009
172,170.0,2.9220000000000006,2.9220000000000006
173,172.0,0.23799999999999955,0.23799999999999955
174,173.0,1.2570000000000014,1.2570000000000014
175,174.0,-1.4299999999999997,1.4299999999999997
176,175.0,-0.25700000000000145,0.25700000000000145
177,176.0,-1.0390000000000015,1.0390000000000015
178,177.0,0.7149999999999999,0.7149999999999999
179,178.0,-0.11699999999999733,0.11699999999999733
181,179.0,-2.3850000000000016,2.3850000000000016
182,181.0,1.9329999999999998,1.9329999999999998
183,182.0,-0.10699999999999932,0.10699999999999932
184,183.0,0.6419999999999995,0.6419999999999995
185,184.0,-0.134999999999998,0.134999999999998
186,185.0,-1.4670000000000023,1.4670000000000023
187,186.0,1.7560000000000002,1.7560000000000002
188,187.0,0.15300000000000225,0.15300000000000225
190,188.0,2.1090000000000018,2.1090000000000018
191,190.0,-0.3100000000000023,0.3100000000000023
192,191.0,2.5420000000000016,2.5420000000000016
193,192.0,-3.389000000000003,3.389000000000003
194,193.0,-1.823999999999998,1.823999999999998
195,194.0,-1.4380000000000024,1.4380000000000024
196,195.0,1.0710000000000015,1.0710000000000015
197,196.0,-1.6940000000000026,1.6940000000000026
199,197.0,0.9490000000000016,0.9490000000000016
200,199.0,3.9299999999999997,3.9299999999999997
201,200.0,-2.971,2.971
202,201.0,-2.003999999999998,2.003999999999998
203,202.0,0.04299999999999926,0.04299999999999926
